kernel,host,np,size,nsampRatio,ref_timer,n_timer,tm_div_sum_ns,tr_div_sum_ns,tm_div_mean_ns,tr_div_mean_ns,tm_div_pct_ref,tr_div_pct_ref,reduction,reduction_pct
stream_triad,c920bn3,64,64,0.5,cntvcto,4,316.6206775302893,20.80092485863271,79.15516938257232,5.200231214658177,148.02621079358073,9.724829445262117,0.9343033278152126,93.43033278152126
stream_triad,c920bn3,64,128,0.5,cntvcto,4,372.81353027085316,64.34618348668187,93.20338256771329,16.086545871670467,116.50422820964161,20.108182339588083,0.8274038406279578,82.74038406279578
stream_triad,c920bn3,64,256,0.5,cntvcto,4,467.9583804552459,110.7920336791452,116.98959511381148,27.6980084197863,70.54088000466989,16.70098854866296,0.7632438304206393,76.32438304206393
stream_triad,c920bn3,64,512,0.5,cntvcto,4,1776.9405092840666,1340.9243898322068,444.23512732101665,335.2310974580517,41.273859808499736,31.14630174199317,0.24537462969288246,24.537462969288246
stream_triad,c920bn3,64,1024,0.5,cntvcto,4,4152.529974497791,3479.9238181715655,1038.1324936244478,869.9809545428914,22.169566557561108,18.578650407340422,0.16197502738257077,16.19750273825708
stream_triad,c920bn3,64,2048,0.5,cntvcto,4,4873.867645504857,3935.150607062811,1218.4669113762143,983.7876517657028,11.41147322575691,9.213599764703245,0.19260207841462826,19.260207841462826
stream_triad,camd9554n1,64,64,0.5,tsc,4,1192.270931354169,78.35725440538445,298.06773283854227,19.589313601346113,549.3353890617353,36.10287871876725,0.9342789861391763,93.42789861391762
stream_triad,camd9554n1,64,128,0.5,tsc,4,1180.4986412290655,150.7429995416783,295.12466030726637,37.685749885419575,309.03105791336793,39.46151820462783,0.8723056560363902,87.23056560363902
stream_triad,camd9554n1,64,256,0.5,tsc,4,1215.4240131009774,238.99847782945383,303.85600327524435,59.74961945736346,163.46537292692844,32.143494686832504,0.803362056983156,80.3362056983156
stream_triad,camd9554n1,64,512,0.5,tsc,4,1062.0608528129965,687.194153224945,265.5152132032491,171.79853830623625,29.822694402839662,19.296428422877018,0.3529616015835361,35.296160158353615
stream_triad,camd9554n1,64,1024,0.5,tsc,4,505.7697929889123,1783.6799043237356,126.44244824722807,445.9199760809339,1.886765276728093,6.653986368753914,-2.526663571153286,-252.66635711532862
stream_triad,camd9554n1,64,2048,0.5,tsc,4,661.1629556215605,2134.5920941900113,165.29073890539013,533.6480235475028,1.0222983986202272,3.3005328883654177,-2.228541581225278,-222.8541581225278
stream_triad,cgnr6760pn2,64,64,0.5,tsc,4,363.3313557070213,14.126474808040673,90.83283892675533,3.531618702010168,152.66023349034506,5.935493616823813,0.9611195824798788,96.11195824798789
stream_triad,cgnr6760pn2,64,128,0.5,tsc,4,365.2452175492468,18.35574966459307,91.3113043873117,4.5889374161482674,94.13536534774403,4.73086331561677,0.9497440382990966,94.97440382990966
stream_triad,cgnr6760pn2,64,256,0.5,tsc,4,361.4222535163394,17.027129914430443,90.35556337908486,4.256782478607611,48.20393835581934,2.2709578969924338,0.9528885403464492,95.28885403464493
stream_triad,cgnr6760pn2,64,512,0.5,tsc,4,1436.2348994581776,807.8753978913376,359.0587248645444,201.9688494728344,65.05592725889137,36.593654101633405,0.4375046879893323,43.75046879893323
stream_triad,cgnr6760pn2,64,1024,0.5,tsc,4,2217.1155634171487,1485.9822588651139,554.2788908542872,371.49556471627847,17.703187928292607,11.865246729066548,0.3297677922684234,32.97677922684234
stream_triad,cgnr6760pn2,64,2048,0.5,tsc,4,3149.122776803374,2165.4438272429798,787.2806942008435,541.3609568107449,9.76960493593214,6.717912321154862,0.31236602040613726,31.236602040613725
