kernel,host,np,size,nsampRatio,ref_timer,n_timer,tm_div_sum_ns,tr_div_sum_ns,tm_div_mean_ns,tr_div_mean_ns,tm_div_pct_ref,tr_div_pct_ref,reduction
npb_ep,c920bn3,64,64,0.5,cntvcto,4,315.0043892230962,15.422276386406077,78.75109730577405,3.8555690966015193,11.392234503811174,0.5577515589857237,0.9510410746198095
npb_ep,c920bn3,64,128,0.5,cntvcto,4,313.3518678836002,39.93852935115385,78.33796697090006,9.984632337788463,5.6878705578198625,0.7249523889975238,0.8725441478268459
npb_ep,c920bn3,64,256,0.5,cntvcto,4,310.8814193668534,47.34491365611844,77.72035484171334,11.83622841402961,2.8193179934021644,0.4293610317355571,0.8477074836040639
npb_ep,c920bn3,64,512,0.5,cntvcto,4,306.04634766866013,118.42161002910726,76.51158691716503,29.605402507276814,1.385859992472753,0.5362448296923613,0.613059881514038
npb_ep,c920bn3,64,1024,0.5,cntvcto,4,300.0373753009271,97.82935014471815,75.00934382523178,24.457337536179537,0.681720482250958,0.2222798799385078,0.6739427878056903
npb_ep,c920bn3,64,2048,0.5,cntvcto,4,310.962024329585,646.5377192549114,77.74050608239625,161.63442981372785,0.35379548002119565,0.7355950400334393,-1.0791533006282903
npb_ep,camd9554n1,64,64,0.5,tsc,4,1300.118954360671,132.73898268291697,325.02973859016777,33.18474567072924,50.37254278748216,5.142914086696091,0.8979024325138073
npb_ep,camd9554n1,64,128,0.5,tsc,4,1321.0138965203682,185.16316992985205,330.25347413009206,46.29079248246301,26.354087219822535,3.6939856144464884,0.8598325343756161
npb_ep,camd9554n1,64,256,0.5,tsc,4,1647.746639799308,334.030726400525,411.936659949827,83.50768160013125,16.225787406658974,3.2892869710399903,0.7972802867064507
npb_ep,camd9554n1,64,512,0.5,tsc,4,1261.6814133797911,205.42969436098562,315.4203533449478,51.357423590246405,4.6548325310891885,0.7579098923250742,0.837177838888281
npb_ep,camd9554n1,64,1024,0.5,tsc,4,1273.7015575005703,60.765377606861605,318.4253893751426,15.191344401715401,2.3538466870410315,0.11229662233230363,0.9522922954368497
npb_ep,camd9554n1,64,2048,0.5,tsc,4,1293.4983778582703,71.95356716743484,323.37459446456756,17.98839179185871,1.1954089729325443,0.06649713776129741,0.9443728972535914
npb_ep,cgnr6760pn2,64,64,0.5,tsc,4,351.51045531623754,114.18948903691953,87.87761382905938,28.54737225922988,10.430477620668434,3.3883797534375466,0.6751462515270319
npb_ep,cgnr6760pn2,64,128,0.5,tsc,4,332.01110413046524,213.16947355113157,83.00277603261631,53.29236838778289,4.466782544024016,2.867921197607956,0.35794474672941756
npb_ep,cgnr6760pn2,64,256,0.5,tsc,4,389.53652374881756,296.2526830681445,97.38413093720439,74.06317076703613,2.4752832945217125,1.8825174859050415,0.23947392604659762
npb_ep,cgnr6760pn2,64,512,0.5,tsc,4,494.70636062757114,606.6030497284986,123.67659015689279,151.65076243212465,1.5614877889788115,1.9146777367219632,-0.2261880946082406
npb_ep,cgnr6760pn2,64,1024,0.5,tsc,4,615.1042109486436,1246.6176016131328,153.7760527371609,311.6544004032832,0.9737932987529054,1.9735645520717189,-1.0266770726386973
npb_ep,cgnr6760pn2,64,2048,0.5,tsc,4,991.8506758441462,2636.51848469198,247.96266896103654,659.129621172995,0.7860704017581277,2.089517298297646,-1.658180862202959
