kernel,host,np,size,nsampRatio,n_timer,tm_median_center_ns,tr_median_center_ns,tm_min_ns,tm_max_ns,tr_min_ns,tr_max_ns,tm_spread_pct,tr_spread_pct,spread_delta_pct,spread_reduction_pct,tm_min_timer,tm_max_timer,tr_min_timer,tr_max_timer
npb_ep,c920bn3,64,64,0.5,5,704.0334163822929,661.049780148261,692.4511469838574,838.9309926002204,659.1056992354684,666.8777286441573,20.80580867440302,1.1757101570997879,-19.63009851730323,94.34912540291576,cntvcto,papi,cgt,papix6
npb_ep,c920bn3,64,128,0.5,5,1389.7909444829609,1312.4432829628045,1375.9139261535165,1519.890328722412,1308.525202536944,1329.497254482725,10.359572649428838,1.5979396761768765,-8.761632973251961,84.57523557919181,cntvcto,papi,cntvcto,papix6
npb_ep,c920bn3,64,256,0.5,5,2771.287736808461,2688.0124928712085,2757.904909362931,2902.0880929332043,2677.3785248331396,2694.7113342671246,5.2027503912791495,0.6448187826489921,-4.557931608630157,87.60619414435416,cntvcto,papix6,cgt,cntvcto
npb_ep,c920bn3,64,512,0.5,5,5531.4226059024295,5388.486375821674,5519.887360731339,5664.022409258285,5358.879246245035,5405.410437494267,2.605750071837637,0.8635299043905833,-1.742220167447054,66.86060133995885,cntvcto,papi,papix6,cntvcto
npb_ep,c920bn3,64,1024,0.5,5,11019.590664223797,10748.409769926944,11002.950088173995,11142.03937556998,10706.252554587501,10758.294800426389,1.2622001273382402,0.48418553956229815,-0.7780145877759421,61.639558650389226,cntvcto,papi,cgt,cntvcto
npb_ep,c920bn3,64,2048,0.5,5,21993.882444502095,21509.152179343073,21969.465732959852,22105.122440622443,21046.4053518335,21548.42402957486,0.6167929105054452,2.3339770603487096,1.7171841498432643,-278.40529950904886,cntvcto,papi,cgt,cntvcto
npb_ep,camd9554n1,64,64,0.5,5,648.2721213667062,614.8726356041186,642.240195465533,1283.3401375446942,606.141353103045,662.3401018404812,98.89364681109156,9.139900766964582,-89.75374604412698,90.7578483940189,tsc,papix6,wtime,papix6
npb_ep,camd9554n1,64,128,0.5,5,1259.8063150853966,1213.1967945974225,1250.156505099444,1900.1976333747941,1206.3976587732745,1280.1976718130281,51.59849736356391,6.083103200436892,-45.51539416312702,88.21069699457479,tsc,papix6,tsc,papix6
npb_ep,camd9554n1,64,256,0.5,5,2593.1386116631447,2565.6752388568543,2511.9017477562593,3260.303197588008,2498.7986710024034,2637.9746571843934,28.860834760844167,5.4245363588573445,-23.43629840198682,81.20450637063043,tsc,papi,tsc,papix6
npb_ep,camd9554n1,64,512,0.5,5,6747.195001145213,6734.8009852801515,6736.911816982971,7365.132769390213,6667.328574083775,6749.826434947389,9.310846245004232,1.2249487556339873,-8.085897489370245,86.84385153184934,wtime,papi,cgt,papi
npb_ep,camd9554n1,64,1024,0.5,5,13497.051311790114,13438.48892706427,13472.204758898271,14111.747841798835,13435.468480169324,13452.341628208607,4.7383911354171255,0.12555837290085511,-4.612832762516271,97.35018977301455,wtime,papi,papix6,cgt
npb_ep,camd9554n1,64,2048,0.5,5,26958.823247316737,26915.441580756014,26907.303141903554,27573.79139647985,26900.040409155357,26925.76653730817,2.4722453515942413,0.09558129698754553,-2.376664054606696,96.13382640497598,wtime,papix6,wtime,cgt
npb_ep,cgnr6760pn2,64,64,0.5,5,844.7600463252325,789.4744399128442,830.0661018951347,1002.7277139162933,706.9425397512391,799.6878942049692,20.439130942833902,11.74773365227238,-8.691397290561522,42.52332114741299,cgt,papix6,wtime,tsc
npb_ep,cgnr6760pn2,64,128,0.5,5,1875.742110235006,1788.4150993494713,1844.3649726526892,2010.8277574735264,1671.5246417570645,1813.2716242728807,8.87450273214699,7.92584353416475,-0.9486591979822392,10.689716670499374,cgt,papix6,wtime,tsc
npb_ep,cgnr6760pn2,64,256,0.5,5,3938.7487190353277,3842.1120279758943,3917.759694950567,4079.530636431873,3576.3046804904793,3855.617072356392,4.1071658290739315,7.269761782897835,3.162595953823903,-77.00190558258986,tsc,papix6,wtime,cgt
npb_ep,cgnr6760pn2,64,512,0.5,5,7943.01741729051,7807.499087236853,7891.137677991506,8086.173978448408,7262.737619531388,7821.372425388819,2.4554434443558315,7.155105618528307,4.699662174172476,-191.3976958001327,tsc,papix6,wtime,cgt
npb_ep,cgnr6760pn2,64,1024,0.5,5,15855.469990766389,15650.217132022386,15759.64948156682,15988.797743055555,14567.783215333588,15668.169441873628,1.4452315927700818,7.031124343243178,5.585892750473096,-386.5050264896708,tsc,papi,wtime,cgt
npb_ep,cgnr6760pn2,64,2048,0.5,5,31661.572356108925,31468.186080765925,31461.84122698466,31772.03061794586,29178.27607063615,31530.445289931657,0.9797030528755515,7.474753114966499,6.495050062090948,-662.9610924480801,tsc,papi,wtime,cgt
