host,size,shuffle,variant,reference,tm_med,tr_med,tm_ratio,tr_ratio,tm_w1_pct,tr_w1_pct,delta_w1_pct,tr_gt_tm_w1
camd9554n1,256,0,papix6_no_read,tsc_current,44776.0,43975.0,1.6789530916044846,1.6526363260550943,68.28968921876246,65.19400457239087,3.095684646371595,False
camd9554n1,256,0,papix6_read_before_ns0,tsc_current,27190.0,26488.0,1.019535790618321,0.9954526663910707,2.0167817476591394,0.45880658682692455,1.557975160832215,False
camd9554n1,256,0,tsc_cpuid_mem,tsc_current,26669.0,26599.0,1.0,0.9996241873050472,0.1038149910018819,0.03948512872887498,0.06432986227300692,False
camd9554n1,256,0,tsc_current,tsc_current,26669.0,26609.0,1.0,1.0,0.0,0.0,0.0,False
camd9554n1,256,0,tsc_lfence_mem,tsc_current,44046.0,43916.0,1.651580486707413,1.6504190311548723,65.62132404693922,65.12115073621175,0.500173310727476,False
camd9554n1,256,0,tsc_native_current,tsc_current,43284.0,43194.0,1.6230079868011549,1.6232853545792776,63.24788023935384,62.41515748435131,0.8327227550025285,False
camd9554n1,256,0,tsc_pre_cgt,tsc_current,26599.0,26539.0,0.9973752296674041,0.9973693111353301,0.3016286208208457,0.25938333204290553,0.04224528877794015,False
camd9554n1,256,0,wtime_current,tsc_current,44165.0,44014.0,1.656042596272826,1.6541019955654102,66.05336672376895,65.52838067731346,0.5249860464554814,False
camd9554n1,256,1,cgt_current,tsc_current,44035.0,43855.0,1.6511680227980052,1.6487461934659198,65.61813734133831,64.94640647615168,0.6717308651866318,False
camd9554n1,256,1,papi_time_only,tsc_current,27200.0,26449.0,1.0199107578086917,0.9943606902515132,2.0619871989380223,0.5635853464507514,1.4984018524872709,False
camd9554n1,256,1,papix6_current,tsc_current,44766.0,43984.0,1.6785781244141138,1.6535959998496184,68.39100699299524,65.2587211646535,3.1322858283417503,False
camd9554n1,256,1,papix6_no_read,tsc_current,44766.0,43974.0,1.6785781244141138,1.653220045866386,68.39365449417535,65.27579805542983,3.1178564387455197,False
camd9554n1,256,1,papix6_read_before_ns0,tsc_current,27200.0,26470.0,1.0199107578086917,0.9951501936163014,2.127367124533876,0.5321462659088414,1.5952208586250347,False
camd9554n1,256,1,tsc_cpuid_mem,tsc_current,26669.0,26599.0,1.0,1.0,0.04500557308935289,0.031884929104086704,0.01312064398526619,False
camd9554n1,256,1,tsc_current,tsc_current,26669.0,26599.0,1.0,1.0,0.0,0.0,0.0,False
camd9554n1,256,1,tsc_lfence_mem,tsc_current,44054.0,43924.0,1.6518804604597097,1.6513402759502236,65.555729447791,65.09022487954137,0.46550456824962794,False
camd9554n1,256,1,tsc_native_current,tsc_current,43044.0,42954.0,1.6140087742322546,1.6148727395766758,63.3395909216631,62.436931517137,0.9026594045261049,False
camd9554n1,256,1,tsc_pre_cgt,tsc_current,26599.0,26528.0,0.9973752296674041,0.9973307267190495,0.29915302009330236,0.3124477490337501,-0.013294728940447753,True
camd9554n1,256,1,wtime_current,tsc_current,44175.0,44024.0,1.656417563463197,1.6550998157825483,66.15959670422137,65.584352396261,0.5752443079603751,False
camd9554n1,256,2,cgt_current,tsc_current,44035.0,43854.0,1.6511680227980052,1.6487085980675966,65.54958689000657,64.89137725091437,0.6582096390921919,False
camd9554n1,256,2,papi_time_only,tsc_current,27200.0,26439.0,1.0199107578086917,0.9939847362682808,2.1013606872013875,0.5844831976695012,1.5168774895318862,False
camd9554n1,256,2,papix6_current,tsc_current,44766.0,43985.0,1.6785781244141138,1.6536335952479417,68.3234639014056,65.22061202985763,3.102851871547969,False
camd9554n1,256,2,papix6_no_read,tsc_current,44746.0,43976.0,1.677828190033372,1.6532952366630325,68.27904670498992,65.1800673811978,3.098979323792122,False
camd9554n1,256,2,papix6_read_before_ns0,tsc_current,27200.0,26449.0,1.0199107578086917,0.9943606902515132,2.06777103584905,0.5636614492960571,1.504109586552993,False
camd9554n1,256,2,tsc_cpuid_mem,tsc_current,26669.0,26599.0,1.0,1.0,0.11761266079825725,0.024352842622146743,0.09325981817611051,False
camd9554n1,256,2,tsc_current,tsc_current,26669.0,26599.0,1.0,1.0,0.0,0.0,0.0,False
camd9554n1,256,2,tsc_lfence_mem,tsc_current,44086.0,43936.0,1.6530803554688964,1.6517914207301025,65.68192987772257,65.19400179775717,0.4879280799653998,False
camd9554n1,256,2,tsc_native_current,tsc_current,43044.0,42954.0,1.6140087742322546,1.6148727395766758,63.31778044273846,62.47960391293669,0.8381765298017712,False
camd9554n1,256,2,tsc_pre_cgt,tsc_current,26599.0,26539.0,0.9973752296674041,0.9977442761006052,0.26569691718605837,0.2370396827834376,0.028657234402620774,False
camd9554n1,256,2,wtime_current,tsc_current,44175.0,44035.0,1.656417563463197,1.6555133651641039,66.13189059178382,65.60290512842471,0.5289854633591062,False
cgnr6760pn2,32,0,cgt_current,tsc_current,1139.0,1089.0,1.8641571194762685,1.8873483535528597,95.86515879583797,93.70163683044225,2.1635219653957165,False
cgnr6760pn2,32,0,papi_time_only,tsc_current,779.0,578.0,1.2749590834697218,1.001733102253033,26.656430804813873,0.7874068739770868,25.869023930836786,False
cgnr6760pn2,32,0,papix6_current,tsc_current,1415.0,1204.0,2.3158756137479544,2.0866551126516466,126.53775709614212,97.43571958502345,29.102037511118667,False
cgnr6760pn2,32,0,papix6_no_read,tsc_current,1400.0,1196.0,2.2913256955810146,2.072790294627383,125.4930952603033,96.25451213012583,29.238583130177474,False
cgnr6760pn2,32,0,papix6_read_before_ns0,tsc_current,779.0,578.0,1.2749590834697218,1.001733102253033,26.77915358507571,0.8635155482815056,25.915638036794206,False
cgnr6760pn2,32,0,tsc_cpuid_mem,tsc_current,610.0,576.0,0.9983633387888707,0.9982668977469671,0.2611249046934596,0.2671924713584288,-0.0060675666649691595,True
cgnr6760pn2,32,0,tsc_current,tsc_current,611.0,577.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,32,0,tsc_lfence_mem,tsc_current,1203.0,1176.0,1.9689034369885434,2.0381282495667246,82.36987073995404,83.16580687397709,-0.7959361340230515,True
cgnr6760pn2,32,0,tsc_native_current,tsc_current,1236.0,1206.0,2.0229132569558104,2.0901213171577124,99.74903347351899,99.75518993522266,-0.006156461703668015,True
cgnr6760pn2,32,0,tsc_pre_cgt,tsc_current,601.0,567.0,0.983633387888707,0.9826689774696707,1.5187329869377924,1.4589312602291324,0.05980172670865991,False
cgnr6760pn2,32,0,wtime_current,tsc_current,1183.0,1139.0,1.9361702127659575,1.974003466204506,95.41530916049908,93.00087295657386,2.41443620392522,False
cgnr6760pn2,32,1,cgt_current,tsc_current,1133.0,1073.0,1.8573770491803279,1.8628472222222223,96.1780267538064,91.8858686533534,4.292158100453008,False
cgnr6760pn2,32,1,papi_time_only,tsc_current,779.0,578.0,1.277049180327869,1.0034722222222223,26.858661499328377,0.7976044482971973,26.06105705103118,False
cgnr6760pn2,32,1,papix6_current,tsc_current,1414.0,1202.0,2.318032786885246,2.0868055555555554,126.64037912755033,94.97006631190875,31.67031281564158,False
cgnr6760pn2,32,1,papix6_no_read,tsc_current,1396.0,1193.0,2.2885245901639344,2.0711805555555554,126.10136315859954,97.83820003065242,28.263163127947124,False
cgnr6760pn2,32,1,papix6_read_before_ns0,tsc_current,779.0,577.0,1.277049180327869,1.0017361111111112,26.942823002972933,0.7229187852779485,26.219904217694985,False
cgnr6760pn2,32,1,tsc_cpuid_mem,tsc_current,610.0,576.0,1.0,1.0,0.029203580086174047,0.02760168629831386,0.0016018937878601869,False
cgnr6760pn2,32,1,tsc_current,tsc_current,610.0,576.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,32,1,tsc_lfence_mem,tsc_current,1135.0,1108.0,1.860655737704918,1.9236111111111112,85.90505967945515,87.11596403157694,-1.210904352121787,True
cgnr6760pn2,32,1,tsc_native_current,tsc_current,1245.0,1215.0,2.040983606557377,2.109375,103.27591007448223,103.54479026108514,-0.2688801866029138,True
cgnr6760pn2,32,1,tsc_pre_cgt,tsc_current,601.0,567.0,0.9852459016393442,0.984375,1.5638322248225442,1.6703056709212147,-0.10647344609867049,True
cgnr6760pn2,32,1,wtime_current,tsc_current,1218.0,1175.0,1.9967213114754099,2.0399305555555554,96.28925267343953,93.9302583648236,2.3589943086159337,False
cgnr6760pn2,32,2,cgt_current,tsc_current,1278.0,1228.0,2.095081967213115,2.1319444444444446,100.07187092525317,98.4714573770492,1.60041354820396,False
cgnr6760pn2,32,2,papi_time_only,tsc_current,779.0,578.0,1.277049180327869,1.0034722222222223,26.811923639051834,0.8254390163934425,25.98648462265839,False
cgnr6760pn2,32,2,papix6_current,tsc_current,1414.0,1203.0,2.318032786885246,2.0885416666666665,123.50435547127654,91.29097049180326,32.213384979473275,False
cgnr6760pn2,32,2,papix6_no_read,tsc_current,1405.0,1192.0,2.30327868852459,2.0694444444444446,126.61809110253668,97.2435868852459,29.374504217290777,False
cgnr6760pn2,32,2,papix6_read_before_ns0,tsc_current,779.0,577.0,1.277049180327869,1.0017361111111112,26.830116647097014,0.8322189773199676,25.997897669777046,False
cgnr6760pn2,32,2,tsc_cpuid_mem,tsc_current,610.0,576.0,1.0,1.0,0.014101021490183283,0.015006557377049173,-0.0009055358868658905,True
cgnr6760pn2,32,2,tsc_current,tsc_current,610.0,576.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,32,2,tsc_lfence_mem,tsc_current,1201.0,1174.0,1.9688524590163934,2.0381944444444446,95.28170288312737,95.77330327868852,-0.4916003955611501,True
cgnr6760pn2,32,2,tsc_native_current,tsc_current,1244.0,1215.0,2.039344262295082,2.109375,100.03751203838283,100.49141224980569,-0.4539002114228623,True
cgnr6760pn2,32,2,tsc_pre_cgt,tsc_current,601.0,566.0,0.9852459016393442,0.9826388888888888,4.767808431088254,4.060876311073028,0.7069321200152254,False
cgnr6760pn2,32,2,wtime_current,tsc_current,1224.0,1171.0,2.0065573770491802,2.032986111111111,97.69497938070077,95.71495894876224,1.9800204319385273,False
cgnr6760pn2,64,0,cgt_current,tsc_current,3954.0,3888.0,1.288787483702738,1.309531828898619,25.94479961401776,23.331938944716004,2.6128606693017566,False
cgnr6760pn2,64,0,papi_time_only,tsc_current,3148.0,2941.0,1.0260756192959584,0.9905692152239811,3.9052152291025544,2.5453155179361207,1.3598997111664337,False
cgnr6760pn2,64,0,papix6_current,tsc_current,3741.0,3303.0,1.219361147327249,1.112495789828225,19.759132754373557,12.679004725940848,7.080128028432709,False
cgnr6760pn2,64,0,papix6_no_read,tsc_current,3742.0,3312.0,1.2196870925684484,1.115527113506231,19.018681293231886,12.930434605793142,6.088246687438744,False
cgnr6760pn2,64,0,papix6_read_before_ns0,tsc_current,3152.0,2944.0,1.0273794002607561,0.9915796564499831,3.930790107628209,2.6382464106419827,1.2925436969862263,False
cgnr6760pn2,64,0,tsc_cpuid_mem,tsc_current,3080.0,3001.0,1.0039113428943938,1.0107780397440216,0.3717405466206488,0.4091355390450003,-0.03739499242435146,True
cgnr6760pn2,64,0,tsc_current,tsc_current,3068.0,2969.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,64,0,tsc_lfence_mem,tsc_current,3543.0,3511.0,1.1548239895697523,1.1825530481643651,14.339516119934451,14.176323402079952,0.16319271785449985,False
cgnr6760pn2,64,0,tsc_native_current,tsc_current,3585.0,3538.0,1.1685136897001305,1.1916470191983832,14.617145607688192,14.609887197892412,0.007258409795779741,False
cgnr6760pn2,64,0,tsc_pre_cgt,tsc_current,3130.0,3051.0,1.0202086049543677,1.0276187268440553,1.9277102749523451,2.2047995290637146,-0.2770892541113694,True
cgnr6760pn2,64,0,wtime_current,tsc_current,3511.0,3432.0,1.144393741851369,1.155944762546312,14.192101209870566,13.465827579256523,0.7262736306140436,False
cgnr6760pn2,64,1,cgt_current,tsc_current,3936.0,3800.0,1.277922077922078,1.2704781009695754,22.705133201706435,21.229443113628353,1.4756900880780819,False
cgnr6760pn2,64,1,papi_time_only,tsc_current,3148.0,2941.0,1.0220779220779221,0.9832831828819792,3.6493024955744544,2.9417601987722124,0.707542296802242,False
cgnr6760pn2,64,1,papix6_current,tsc_current,3745.0,3458.0,1.2159090909090908,1.1561350718823136,19.80239820170069,12.625760125760133,7.1766380759405575,False
cgnr6760pn2,64,1,papix6_no_read,tsc_current,3753.0,3473.0,1.2185064935064935,1.1611501170177199,19.097798371523822,13.254357020590795,5.843441350933027,False
cgnr6760pn2,64,1,papix6_read_before_ns0,tsc_current,3154.0,2936.0,1.024025974025974,0.9816115011701771,3.6979793975368858,3.122174812881631,0.5758045846552546,False
cgnr6760pn2,64,1,tsc_cpuid_mem,tsc_current,3051.0,2972.0,0.9905844155844156,0.9936476094951521,0.9330584842965765,0.8801134680240066,0.05294501627256987,False
cgnr6760pn2,64,1,tsc_current,tsc_current,3080.0,2991.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,64,1,tsc_lfence_mem,tsc_current,3489.0,3437.0,1.1327922077922077,1.149114008692745,13.002457836162648,12.526228565189607,0.47622927097304135,False
cgnr6760pn2,64,1,tsc_native_current,tsc_current,3580.0,3544.0,1.1623376623376624,1.1848879973253093,13.906946984849917,14.438485391242924,-0.5315384063930075,True
cgnr6760pn2,64,1,tsc_pre_cgt,tsc_current,3102.0,3043.0,1.0071428571428571,1.0173854898027415,1.4519415802214708,1.7538027927638842,-0.3018612125424134,True
cgnr6760pn2,64,1,wtime_current,tsc_current,3489.0,3431.0,1.1327922077922077,1.1471079906385824,12.884462878237027,12.288259690857094,0.5962031873799329,False
cgnr6760pn2,64,2,cgt_current,tsc_current,3938.0,3862.0,1.2975288303130148,1.3020903573836817,25.45567467639363,23.422365382027664,2.033309294365967,False
cgnr6760pn2,64,2,papi_time_only,tsc_current,3153.0,2946.0,1.0388797364085667,0.9932569116655429,3.738292544076465,1.4983634612132513,2.239929082863214,False
cgnr6760pn2,64,2,papix6_current,tsc_current,3745.0,3309.0,1.2339373970345964,1.1156439649359406,20.70542865697612,13.667706275200956,7.037722381775165,False
cgnr6760pn2,64,2,papix6_no_read,tsc_current,3737.0,3317.0,1.2313014827018123,1.1183412002697235,20.266544000262883,13.705442482748273,6.56110151751461,False
cgnr6760pn2,64,2,papix6_read_before_ns0,tsc_current,3147.0,2939.0,1.0369028006589787,0.9908968307484828,3.695410616692708,1.5677429291202836,2.1276676875724245,False
cgnr6760pn2,64,2,tsc_cpuid_mem,tsc_current,3089.0,3029.0,1.0177924217462933,1.02124072825354,1.8698966943333117,1.838332025766172,0.0315646685671398,False
cgnr6760pn2,64,2,tsc_current,tsc_current,3035.0,2966.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,64,2,tsc_lfence_mem,tsc_current,3480.0,3438.0,1.1466227347611202,1.1591368846931895,14.008575698916273,14.343568683395677,-0.3349929844794044,True
cgnr6760pn2,64,2,tsc_native_current,tsc_current,3580.0,3544.0,1.1795716639209226,1.1948752528658126,15.346868790416782,15.60452782672352,-0.25765903630673925,True
cgnr6760pn2,64,2,tsc_pre_cgt,tsc_current,3189.0,3059.0,1.0507413509060957,1.031355360755226,3.227976946216794,3.504100294928495,-0.27612334871170097,True
cgnr6760pn2,64,2,wtime_current,tsc_current,3488.0,3429.0,1.1492586490939045,1.1561024949426837,13.964425189428734,13.297533948951761,0.6668912404769731,False
cgnr6760pn2,128,0,cgt_current,tsc_current,12660.0,12091.0,1.1646734130634775,1.1625961538461538,18.565141176437024,15.515797464883304,3.0493437115537194,False
cgnr6760pn2,128,0,papi_time_only,tsc_current,10459.0,10209.0,0.9621895124195032,0.9816346153846154,2.420055665028952,3.0653192970623984,-0.6452636320334464,True
cgnr6760pn2,128,0,papix6_current,tsc_current,11810.0,11241.0,1.0864765409383625,1.0808653846153846,9.978058892277803,7.125523066281171,2.8525358259966316,False
cgnr6760pn2,128,0,papix6_no_read,tsc_current,11799.0,11245.0,1.0854645814167434,1.08125,9.201108308637655,7.0574502971919335,2.143658011445722,False
cgnr6760pn2,128,0,papix6_read_before_ns0,tsc_current,10462.0,10214.0,0.9624655013799448,0.9821153846153846,2.4385085757815284,3.065149334822795,-0.6266407590412668,True
cgnr6760pn2,128,0,tsc_cpuid_mem,tsc_current,10872.0,10802.0,1.0001839926402945,1.0386538461538461,0.756046970185558,0.9354827985375551,-0.17943582835199712,True
cgnr6760pn2,128,0,tsc_current,tsc_current,10870.0,10400.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,128,0,tsc_lfence_mem,tsc_current,11605.0,11240.0,1.0676172953081877,1.0807692307692307,7.895293640441563,7.1631818692734734,0.7321117711680891,False
cgnr6760pn2,128,0,tsc_native_current,tsc_current,11650.0,11241.0,1.0717571297148114,1.0808653846153846,8.07013494082362,7.033118565864896,1.0370163749587231,False
cgnr6760pn2,128,0,tsc_pre_cgt,tsc_current,10825.0,10755.0,0.9958601655933763,1.0341346153846154,0.8312234243085973,0.9521395207185208,-0.12091609640992351,True
cgnr6760pn2,128,0,wtime_current,tsc_current,11643.0,11542.0,1.071113155473781,1.1098076923076923,8.56119984674532,7.948931897927905,0.6122679488174141,False
cgnr6760pn2,128,1,cgt_current,tsc_current,12663.0,12084.0,1.1647350993377483,1.1186817256063692,17.818090579440746,14.734707028722763,3.0833835507179828,False
cgnr6760pn2,128,1,papi_time_only,tsc_current,10461.0,10211.0,0.96219646799117,0.9452879096463618,3.07186329545568,4.069250384816619,-0.9973870893609389,True
cgnr6760pn2,128,1,papix6_current,tsc_current,11818.0,11259.0,1.0870125091979397,1.0423069801888538,9.389219834703827,6.196883156044311,3.1923366786595153,False
cgnr6760pn2,128,1,papix6_no_read,tsc_current,11520.0,11258.0,1.0596026490066226,1.042214404739863,8.344706080354559,5.8138676247492524,2.5308384556053065,False
cgnr6760pn2,128,1,papix6_read_before_ns0,tsc_current,10461.0,10214.0,0.96219646799117,0.9455656359933345,3.075870261274516,4.041431312455038,-0.9655610511805222,True
cgnr6760pn2,128,1,tsc_cpuid_mem,tsc_current,10877.0,10807.0,1.0004598969830758,1.0004628772449546,0.3641991770148258,0.5684154262452825,-0.20421624923045673,True
cgnr6760pn2,128,1,tsc_current,tsc_current,10872.0,10802.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,128,1,tsc_lfence_mem,tsc_current,11607.0,11212.0,1.0676048565121412,1.0379559340862803,7.271486981330148,6.2797545321460095,0.9917324491841386,False
cgnr6760pn2,128,1,tsc_native_current,tsc_current,11680.0,11240.0,1.0743193524650478,1.0405480466580264,7.872812676393521,6.173297122524497,1.6995155538690243,False
cgnr6760pn2,128,1,tsc_pre_cgt,tsc_current,10824.0,10744.0,0.9955849889624724,0.9946306239585262,0.567759549367189,0.7154479638597283,-0.14768841449253933,True
cgnr6760pn2,128,1,wtime_current,tsc_current,11652.0,11541.0,1.0717439293598234,1.0684132568042954,7.9603049285830885,7.0490190155385175,0.911285913044571,False
cgnr6760pn2,128,2,cgt_current,tsc_current,12662.0,12112.0,1.1646431199411331,1.121273838178115,18.056262205244433,15.492209571249784,2.564052633994649,False
cgnr6760pn2,128,2,papi_time_only,tsc_current,10461.0,10211.0,0.96219646799117,0.9452879096463618,2.9119738319597426,3.4096747555793754,-0.4977009236196328,True
cgnr6760pn2,128,2,papix6_current,tsc_current,11812.0,11264.0,1.0864606328182487,1.0427698574338085,9.565268061438584,6.437660049176806,3.1276080122617778,False
cgnr6760pn2,128,2,papix6_no_read,tsc_current,11526.0,11244.0,1.0601545253863134,1.04091834845399,8.626214223440135,6.769955153631132,1.8562590698090027,False
cgnr6760pn2,128,2,papix6_read_before_ns0,tsc_current,10461.0,10213.0,0.96219646799117,0.9454730605443437,2.9101436532896714,3.3877239686064993,-0.4775803153168279,True
cgnr6760pn2,128,2,tsc_cpuid_mem,tsc_current,10878.0,10808.0,1.000551876379691,1.0005554526939455,0.2641081516160139,0.25428087012262124,0.009827281493392681,False
cgnr6760pn2,128,2,tsc_current,tsc_current,10872.0,10802.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,128,2,tsc_lfence_mem,tsc_current,11606.0,11241.0,1.0675128771155262,1.0406406221070172,7.737898179912417,6.7527917166737215,0.9851064632386954,False
cgnr6760pn2,128,2,tsc_native_current,tsc_current,11629.0,11239.0,1.0696284032376748,1.0404554712090353,7.618922405555609,6.273864563721553,1.3450578418340564,False
cgnr6760pn2,128,2,tsc_pre_cgt,tsc_current,10822.0,10752.0,0.9954010301692421,0.9953712275504536,0.4342071461881138,0.5557289982878975,-0.12152185209978367,True
cgnr6760pn2,128,2,wtime_current,tsc_current,11643.0,11542.0,1.070916114790287,1.0685058322532863,7.981991056059247,7.578514412101415,0.40347664395783145,False
cgnr6760pn2,256,0,cgt_current,tsc_current,45361.0,44638.0,1.153754196764676,1.1395966300740363,15.958750855528745,14.648342890129992,1.3104079653987526,False
cgnr6760pn2,256,0,papi_time_only,tsc_current,38181.0,37862.0,0.9711313460168888,0.9666070972683176,2.580155222453671,2.99025017206629,-0.41009494961261916,True
cgnr6760pn2,256,0,papix6_current,tsc_current,41146.0,40714.0,1.0465459354969986,1.039417921878989,5.161302690794365,3.76930003874846,1.392002652045905,False
cgnr6760pn2,256,0,papix6_no_read,tsc_current,41401.0,40985.0,1.0530318445416624,1.0463364820015317,5.337816352421239,4.431080463017274,0.906735889403965,False
cgnr6760pn2,256,0,papix6_read_before_ns0,tsc_current,38181.0,37864.0,0.9711313460168888,0.9666581567526168,2.574280000002245,2.982186263048155,-0.4079062630459096,True
cgnr6760pn2,256,0,tsc_cpuid_mem,tsc_current,39312.0,39166.0,0.9998982602502798,0.9998978810314015,0.07580495976862568,0.07454036015871733,0.0012645996099083512,False
cgnr6760pn2,256,0,tsc_current,tsc_current,39316.0,39170.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,256,0,tsc_lfence_mem,tsc_current,41207.0,41054.0,1.048097466680232,1.0480980342098545,5.737122348204921,4.817254603723678,0.9198677444812429,False
cgnr6760pn2,256,0,tsc_native_current,tsc_current,41203.0,41057.0,1.0479957269305118,1.0481746234363032,5.3146937642068055,4.606422804964901,0.7082709592419043,False
cgnr6760pn2,256,0,tsc_pre_cgt,tsc_current,39213.0,39069.0,0.9973802014447044,0.99742149604289,0.3087771709200633,0.2931508902228122,0.015626280697251083,False
cgnr6760pn2,256,0,wtime_current,tsc_current,41228.0,40767.0,1.048631600366263,1.040770998212918,5.3218321257294345,4.119374209637279,1.2024579160921558,False
cgnr6760pn2,256,1,cgt_current,tsc_current,45360.0,44637.0,1.1538461538461537,1.1396874840422815,15.837945603321318,14.649723181415439,1.1882224219058788,False
cgnr6760pn2,256,1,papi_time_only,tsc_current,38185.0,37859.0,0.9713319088319088,0.9666292192207527,2.6327150692157137,3.0370618842870036,-0.4043468150712899,True
cgnr6760pn2,256,1,papix6_current,tsc_current,41144.0,40715.0,1.0466015466015466,1.039549609355053,5.029249360351526,3.6917376151677663,1.3375117451837593,False
cgnr6760pn2,256,1,papix6_no_read,tsc_current,41398.0,40824.0,1.0530626780626782,1.042332635449114,5.23109444031677,4.295887105495246,0.9352073348215244,False
cgnr6760pn2,256,1,papix6_read_before_ns0,tsc_current,38179.0,37864.0,0.9711792836792836,0.9667568809681867,2.642489533196171,3.0324011526217958,-0.3899116194256247,True
cgnr6760pn2,256,1,tsc_cpuid_mem,tsc_current,39315.0,39169.0,1.0000763125763126,1.0000765970484604,0.059897187991797045,0.03461851696878565,0.025278671023011394,False
cgnr6760pn2,256,1,tsc_current,tsc_current,39312.0,39166.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,256,1,tsc_lfence_mem,tsc_current,41208.0,41055.0,1.0482295482295483,1.0482306081805648,5.569310371750922,4.762833357472096,0.8064770142788262,False
cgnr6760pn2,256,1,tsc_native_current,tsc_current,41203.0,41057.0,1.0481023606023605,1.0482816728795383,5.361634518808456,4.583610170650062,0.7780243481583939,False
cgnr6760pn2,256,1,tsc_pre_cgt,tsc_current,39214.0,39070.0,0.9975071225071225,0.9975488944492672,0.2774202102021782,0.2768029887268244,0.000617221475353813,False
cgnr6760pn2,256,1,wtime_current,tsc_current,41226.0,40757.0,1.0486874236874237,1.0406219680334985,5.257393909989392,4.166232456172919,1.091161453816473,False
cgnr6760pn2,256,2,cgt_current,tsc_current,45371.0,44646.0,1.1540966092641112,1.1398881711645008,15.91234696970161,14.593742909470148,1.318604060231463,False
cgnr6760pn2,256,2,papi_time_only,tsc_current,38184.0,37857.0,0.9712817643018848,0.9665534761406286,2.654370405302323,3.0916834476234993,-0.4373130423211764,True
cgnr6760pn2,256,2,papix6_current,tsc_current,41155.0,40714.0,1.046854729987536,1.0394975361911813,5.076115605494352,3.6826443670032813,1.3934712384910708,False
cgnr6760pn2,256,2,papix6_no_read,tsc_current,41396.0,40822.0,1.0529850176786304,1.0422549595322592,5.215443952121414,4.236961386499045,0.978482565622369,False
cgnr6760pn2,256,2,papix6_read_before_ns0,tsc_current,38181.0,37867.0,0.9712054536667261,0.9668087931166544,2.6638751335892548,3.0811701472795274,-0.41729501369027266,True
cgnr6760pn2,256,2,tsc_cpuid_mem,tsc_current,39322.0,39176.0,1.0002289319054765,1.0002297852784232,0.16104455347449442,0.18813011472032481,-0.027085561245830392,True
cgnr6760pn2,256,2,tsc_current,tsc_current,39313.0,39167.0,1.0,1.0,0.0,0.0,0.0,False
cgnr6760pn2,256,2,tsc_lfence_mem,tsc_current,41207.0,41054.0,1.0481774476636228,1.0481783133760563,5.651516633908409,4.711874279304875,0.9396423546035342,False
cgnr6760pn2,256,2,tsc_native_current,tsc_current,41204.0,41058.0,1.0481011370284639,1.0482804401664667,5.279663726768244,4.481020935459007,0.7986427913092369,False
cgnr6760pn2,256,2,tsc_pre_cgt,tsc_current,39211.0,39067.0,0.9974054384045989,0.9974468302397427,0.25234269717235,0.2598144332438218,-0.007471736071471835,True
cgnr6760pn2,256,2,wtime_current,tsc_current,41235.0,40765.0,1.0488896802584387,1.0407996527689125,5.235190699712261,4.015365782925519,1.2198249167867417,False
