host,size,shuffle,variant,reference,tm_med,tr_med,tm_ratio,tr_ratio,tm_w1_pct,tr_w1_pct,delta_w1_pct,tr_gt_tm_w1
camd9554n1,128,0,papix6_no_read,tsc_current,11396.0,10755.0,1.8006004108073945,1.7074138752182886,80.17493208194887,70.50927261819096,9.665659463757905,False
camd9554n1,128,0,papix6_read_before_ns0,tsc_current,6910.0,6269.0,1.091799652393743,0.9952373392602001,9.218571485553356,0.3167049454052276,8.901866540148129,False
camd9554n1,128,0,tsc_cpuid_mem,tsc_current,6329.0,6299.0,1.0,1.0,0.05645054041603834,0.027119739907556537,0.029330800508481806,False
camd9554n1,128,0,tsc_current,tsc_current,6329.0,6299.0,1.0,1.0,0.0,0.0,0.0,False
camd9554n1,128,0,tsc_lfence_mem,tsc_current,10726.0,10676.0,1.6947385052930952,1.6948722019368154,69.45849748597566,69.25039728243493,0.20810020354072378,False
camd9554n1,128,0,tsc_native_current,tsc_current,10796.0,10756.0,1.7057987043766787,1.707572630576282,70.68979250345059,70.48156839593089,0.20822410751969755,False
camd9554n1,128,0,tsc_pre_cgt,tsc_current,6299.0,6269.0,0.9952599146784642,0.9952373392602001,0.5891715510192689,0.5276326211964665,0.0615389298228024,False
camd9554n1,128,0,wtime_current,tsc_current,10785.0,10735.0,1.7040606730921157,1.704238768058422,70.31685850654267,69.98692358990846,0.32993491663421537,False
camd9554n1,128,1,cgt_current,tsc_current,10785.0,10725.0,1.7040606730921157,1.7026512144784887,70.39186251233296,70.04292099857796,0.34894151375500826,False
camd9554n1,128,1,papi_time_only,tsc_current,6900.0,6269.0,1.0902196239532311,0.9952373392602001,9.19342079652848,0.4356168982944308,8.75780389823405,False
camd9554n1,128,1,papix6_current,tsc_current,11367.0,10716.0,1.79601832832991,1.7012224162565486,79.62928993944969,69.92600083257598,9.703289106873711,False
camd9554n1,128,1,papix6_no_read,tsc_current,11396.0,10755.0,1.8006004108073945,1.7074138752182886,80.16114355586183,70.53956284604317,9.621580709818659,False
camd9554n1,128,1,papix6_read_before_ns0,tsc_current,6910.0,6269.0,1.091799652393743,0.9952373392602001,9.157964167416877,0.380052930580036,8.777911236836841,False
camd9554n1,128,1,tsc_cpuid_mem,tsc_current,6329.0,6299.0,1.0,1.0,0.08315736195899986,0.03148980881655873,0.05166755314244113,False
camd9554n1,128,1,tsc_current,tsc_current,6329.0,6299.0,1.0,1.0,0.0,0.0,0.0,False
camd9554n1,128,1,tsc_lfence_mem,tsc_current,10726.0,10676.0,1.6947385052930952,1.6948722019368154,69.47156573598863,69.29592289461209,0.1756428413765434,False
camd9554n1,128,1,tsc_native_current,tsc_current,10796.0,10756.0,1.7057987043766787,1.707572630576282,70.69102889506121,70.51264528080992,0.17838361425128824,False
camd9554n1,128,1,tsc_pre_cgt,tsc_current,6299.0,6269.0,0.9952599146784642,0.9952373392602001,0.502631502844007,0.49711917545375917,0.005512327390247873,False
camd9554n1,128,1,wtime_current,tsc_current,10785.0,10735.0,1.7040606730921157,1.704238768058422,70.33780384769132,70.03381876256076,0.303985085130563,False
camd9554n1,128,2,cgt_current,tsc_current,10785.0,10725.0,1.7040606730921157,1.7026512144784887,70.37572384245615,70.0329933780008,0.34273046445535726,False
camd9554n1,128,2,papi_time_only,tsc_current,6900.0,6269.0,1.0902196239532311,0.9952373392602001,9.064113288913294,0.4702867751619664,8.593826513751328,False
camd9554n1,128,2,papix6_current,tsc_current,11366.0,10715.0,1.7958603254858587,1.7010636608985554,79.66915825295138,69.97987817980726,9.689280073144118,False
camd9554n1,128,2,papix6_no_read,tsc_current,11396.0,10755.0,1.8006004108073945,1.7074138752182886,80.13040965947631,70.50321426218916,9.627195397287153,False
camd9554n1,128,2,papix6_read_before_ns0,tsc_current,6900.0,6269.0,1.0902196239532311,0.9952373392602001,9.148062535258733,0.4103648053963015,8.73769772986243,False
camd9554n1,128,2,tsc_cpuid_mem,tsc_current,6329.0,6299.0,1.0,1.0,0.09255832596637138,0.0051515247274451234,0.08740680123892626,False
camd9554n1,128,2,tsc_current,tsc_current,6329.0,6299.0,1.0,1.0,0.0,0.0,0.0,False
camd9554n1,128,2,tsc_lfence_mem,tsc_current,10726.0,10676.0,1.6947385052930952,1.6948722019368154,69.48649043312443,69.28074956549216,0.20574086763227228,False
camd9554n1,128,2,tsc_native_current,tsc_current,10796.0,10756.0,1.7057987043766787,1.707572630576282,70.69306442777388,70.50581403065254,0.18725039712133196,False
camd9554n1,128,2,tsc_pre_cgt,tsc_current,6299.0,6269.0,0.9952599146784642,0.9952373392602001,0.5054850044589229,0.5072458903764829,-0.0017608859175600733,True
camd9554n1,128,2,wtime_current,tsc_current,10786.0,10736.0,1.7042186759361668,1.7043975234164153,70.46842996017332,70.15201588160515,0.3164140785681724,False
camd9554n1,256,0,cgt_current,tsc_current,44035.0,43855.0,1.6511680227980052,1.64812657371566,65.51294084796768,64.90645909519075,0.6064817527769293,False
camd9554n1,256,0,papi_time_only,tsc_current,27200.0,26459.0,1.0199107578086917,0.9943628095757074,2.0063897604631595,0.602188915760318,1.4042008447028416,False
camd9554n1,256,0,papix6_current,tsc_current,44766.0,43984.0,1.6785781244141138,1.6529745574805517,68.33894527366479,65.28629762208077,3.0526476515840244,False
