kernel,host,np,size,nsampRatio,n_timer,tm_median_center_ns,tr_median_center_ns,tm_min_ns,tm_max_ns,tr_min_ns,tr_max_ns,tm_spread_pct,tr_spread_pct,spread_delta_pct,spread_reduction_pct,tm_min_timer,tm_max_timer,tr_min_timer,tr_max_timer
hpcg_spmv,c920bn3,64,8,0.5,5,925.8654343450708,876.4096968481483,898.0785671555209,1069.274250980926,782.0006583409809,879.6633538848503,18.490341843953132,11.143497829279609,-7.346844014673523,39.73341367442674,wtime,papix6,wtime,papi
hpcg_spmv,c920bn3,64,12,0.5,5,2158.2117477946285,2088.908717491598,2149.6538910853787,2331.490360595997,2085.753781290985,2108.6068149166094,8.425330354930567,1.0940178206095483,-7.331312534321019,87.01513442770442,cntvcto,papix6,cgt,papi
hpcg_spmv,c920bn3,64,16,0.5,5,3989.03704606073,3871.6770750601113,3968.7619629668156,4257.1050022309255,3858.93241930812,3977.147618069346,7.228387100311728,3.0533331284967926,-4.175053971814935,57.75913649719844,cntvcto,papix6,cntvcto,papix6
hpcg_spmv,c920bn3,64,24,0.5,5,16151.43570933692,13822.825267016815,15806.255870020965,17025.147404593958,13624.808252971518,15652.672358979016,7.5466451187888435,14.670402517828714,7.123757399039872,-94.39634813758354,cntvcto,papix6,cntvcto,papi
hpcg_spmv,c920bn3,64,32,0.5,5,64806.06961641701,62519.41800398822,64130.06119367108,65767.44083696972,55503.783722348504,63009.37991048125,2.5265837798684405,12.00522402120562,9.47864024133718,-375.15637980667844,wtime,papix6,cgt,papix6
hpcg_spmv,c920bn3,64,48,0.5,5,180087.9490625509,174675.1655681692,179103.61643852037,181395.99048744494,163896.42249998363,175377.5595176193,1.2729191824647557,6.572850227615784,5.299931045151028,-416.360372139947,cntvcto,papix6,cgt,wtime
hpcg_spmv,c920bn3,64,64,0.5,5,330696.8807743391,319205.78595799895,329132.57987114694,339194.38372461044,284344.9141387858,325058.3172444398,3.042606216878553,12.754594339029637,9.711988122151084,-319.1996410273141,wtime,papi,cgt,papi
hpcg_spmv,camd9554n1,64,8,0.5,5,932.1315022774628,725.6432738000237,747.2247461250668,1612.883054391338,719.666344365025,980.8830944249214,92.86868925159393,35.99795650167961,-56.87073274991433,61.23778983877307,tsc,papix6,wtime,papix6
hpcg_spmv,camd9554n1,64,12,0.5,5,2335.5281539726493,1699.9020449716713,1729.0881543442026,2966.282829814212,1692.2785388545162,2326.747317129764,52.97280075025368,37.3238434621579,-15.648957288095778,29.541495005851353,tsc,papix6,wtime,cgt
hpcg_spmv,camd9554n1,64,16,0.5,5,3787.6400351392303,3154.0934874229774,3188.6200727713767,5011.346453858154,3101.2144237671873,4354.004677531321,48.123009688796245,39.71950288600083,-8.403506802795407,17.462554518388465,tsc,papix6,papi,cgt
hpcg_spmv,camd9554n1,64,24,0.5,5,10018.33410959901,9464.01222901612,9489.013471006565,11452.678135961249,9057.725161290324,10617.675849051442,19.600710492108757,16.48297413414576,-3.1177363579629995,15.90624155802005,wtime,papix6,papi,papix6
hpcg_spmv,camd9554n1,64,32,0.5,5,68150.26940302737,67622.16729084676,67986.42104786077,68399.68557476839,67098.51421772274,67788.75935954793,0.6064018976413005,1.0207379761379198,0.4143360784966194,-68.32697590628385,wtime,papi,papix6,cgt
hpcg_spmv,camd9554n1,64,48,0.5,5,204674.62249607986,203321.7953127534,204483.495079985,204803.54774720856,202351.95137959436,203412.40876432008,0.15637144621077162,0.521566014649092,0.36519456843832043,-233.54300116024896,papix6,wtime,papix6,wtime
hpcg_spmv,camd9554n1,64,64,0.5,5,385108.6455327039,382105.1933941924,384494.5751696788,385434.2498217223,379980.8331873608,382403.5179655085,0.24400248162273439,0.6340360769837546,0.3900335953610203,-159.84820841456548,papix6,wtime,papi,wtime
hpcg_spmv,cgnr6760pn2,64,8,0.5,5,1240.268976809392,1025.1537261782912,1058.9937669569617,1557.0528801551827,1017.5841282275778,1334.5164150307783,40.15734671357213,30.91558648327838,-9.24176023029375,23.013871648970966,tsc,papix6,wtime,cgt
hpcg_spmv,cgnr6760pn2,64,12,0.5,5,2792.529605889446,2564.525890628115,2570.364339615936,3419.6719583960585,2516.0301608091395,3345.3362896723593,30.413558265915334,32.33760017373435,1.9240419078190185,-6.326263737365135,tsc,cgt,wtime,cgt
hpcg_spmv,cgnr6760pn2,64,16,0.5,5,4913.837846802663,4655.022157948919,4631.213012210653,6238.2313292829895,4550.1599077062365,6115.724714084061,32.703934626536196,33.63173693393628,0.9278023074000885,-2.8369745658898897,wtime,papix6,wtime,cgt
hpcg_spmv,cgnr6760pn2,64,24,0.5,5,24938.31593541021,24567.746566644026,24250.893617021276,26886.160173228098,24072.02930748463,26517.684912311117,10.56713918867703,9.954741262867744,-0.6123979258092869,5.795304811215957,cgt,papi,cgt,papi
hpcg_spmv,cgnr6760pn2,64,32,0.5,5,48650.80430879713,48223.532000187915,47893.45393059674,48918.10942035359,47539.98725929279,48297.57158891809,2.106142959637708,1.5709847416865714,-0.5351582179511365,25.40939661774872,tsc,papix6,tsc,papix6
hpcg_spmv,cgnr6760pn2,64,48,0.5,5,147792.44758909853,146533.05928518402,147192.00365881546,148342.28994612786,145571.13476926222,147058.9353060461,0.7783119544176513,1.0153343853200432,0.23702243090239192,-30.453397195952984,cgt,papi,cgt,papi
hpcg_spmv,cgnr6760pn2,64,64,0.5,5,284214.526394896,282355.26947939664,282335.847054271,285219.52328560967,280210.0867950254,283004.17523923446,1.0146125421231913,0.9895648306336848,-0.025047711489506463,2.468697207023609,papix6,papi,papix6,papi
