kernel,host,np,size,nsampRatio,n_timer,tm_median_center_ns,tr_median_center_ns,tm_min_ns,tm_max_ns,tr_min_ns,tr_max_ns,tm_spread_pct,tr_spread_pct,spread_delta_pct,spread_reduction_pct,tm_min_timer,tm_max_timer,tr_min_timer,tr_max_timer
tl_f90_cg_calc_w,c920bn3,64,64,0.5,5,134.63735479243235,106.83429829850598,120.0,276.8343098108809,95.55328707642423,114.63735660291556,116.48647587637852,17.863242264360167,-98.62323361201835,84.66496464077292,cntvcto,papi,papix6,cgt
tl_f90_cg_calc_w,c920bn3,64,128,0.5,5,236.8352504620885,201.5719712968824,222.52993647824135,378.60727416161825,198.28422977489123,205.5420744647692,65.90122770105164,3.6006219729767674,-62.30060572807486,94.53633551515867,cntvcto,papi,papix6,cgt
tl_f90_cg_calc_w,c920bn3,64,256,0.5,5,632.1605816567542,520.7881125087993,563.5231565691898,801.8675175777539,516.5495741487496,541.9361290322581,37.70313555203265,4.874641773448625,-32.828493778584026,87.07099104072837,cntvcto,papix6,wtime,papix6
tl_f90_cg_calc_w,c920bn3,64,512,0.5,5,2877.6487512242898,2726.3899612587506,2625.6282009115257,3067.862358582218,2508.4916914319197,2799.980268001767,15.367899139272803,10.69137506783034,-4.676524071442464,30.430470873481756,cntvcto,papi,cntvcto,papi
tl_f90_cg_calc_w,c920bn3,64,1024,0.5,5,9294.077017173944,9039.39510117146,8684.465185280054,9471.300845320166,8476.43508495703,9054.621975048849,8.465990313897407,6.396300677430171,-2.0696896364672366,24.447106123777658,cntvcto,papix6,cntvcto,papi
tl_f90_cg_calc_w,c920bn3,64,2048,0.5,5,21067.163558270695,20610.801113374844,20507.177970699944,21278.355391239234,20098.811068018258,20665.56201553877,3.660565972283137,2.7497764128767086,-0.9107895594064281,24.88111309296683,cntvcto,papi,cntvcto,papi
tl_f90_cg_calc_w,camd9554n1,64,64,0.5,5,123.4390215234232,97.26571674880854,115.43723522519004,727.201940761824,92.7335973745001,104.86576083633918,495.6007411485746,12.473216532368465,-483.1275246162062,97.48321269587667,tsc,papix6,papi,tsc
tl_f90_cg_calc_w,camd9554n1,64,128,0.5,5,210.9790942980598,185.6680565010211,205.22869794841947,816.6680627001431,182.29579801563835,189.7928272129604,289.81040362601766,4.037867007715894,-285.77253661830173,98.60672116763395,tsc,papix6,papi,wtime
tl_f90_cg_calc_w,camd9554n1,64,256,0.5,5,413.33494849878684,372.5482414237759,406.00034034914404,1002.5982937182941,358.3543056496284,384.869746909947,144.3376505025684,7.11731752080858,-137.22033298175984,95.06898061869039,tsc,papix6,papi,tsc
tl_f90_cg_calc_w,camd9554n1,64,512,0.5,5,3249.4043454427665,3172.8146453089244,3241.4672848779983,3905.793862166609,3114.106354126308,3213.8996254398244,20.444564808326092,3.1452600441397673,-17.299304764186328,84.61566644422359,tsc,papix6,tsc,papix6
tl_f90_cg_calc_w,camd9554n1,64,1024,0.5,5,10963.249133008723,10870.370239812575,10934.931798051373,11566.40690364613,10835.405847709386,10909.66724609765,5.759926623335395,0.6831542693576576,-5.076772353977738,88.13953173309586,wtime,papix6,papi,tsc
tl_f90_cg_calc_w,camd9554n1,64,2048,0.5,5,23654.699695980184,23558.642043615175,23651.93548581411,24293.22260228917,23511.01305327198,23559.918627207888,2.7110346980394766,0.20759080190346008,-2.5034438961360164,92.34274640403598,tsc,papi,papix6,tsc
tl_f90_cg_calc_w,cgnr6760pn2,64,64,0.5,5,148.05095263624725,109.66305085107149,139.66305349412286,316.8123992427436,108.05095935231643,109.81240815235947,119.65430994818828,1.6062372753382417,-118.04807267285004,98.6576018230904,tsc,papix6,wtime,papix6
tl_f90_cg_calc_w,cgnr6760pn2,64,128,0.5,5,265.559187543667,225.16179951355673,256.7882738546966,435.3094934059216,224.55917978153943,228.30949941037431,67.22464442013327,1.6656109681736155,-65.55903345195966,97.52232089505144,tsc,papix6,wtime,papix6
tl_f90_cg_calc_w,cgnr6760pn2,64,256,0.5,5,559.9354337696916,508.421104214309,548.1474367879966,720.5340414492837,499.7652652159847,513.9659988615381,30.786871889981477,2.793104677961501,-27.993767212019975,90.92761132750735,tsc,papi,papix6,tsc
tl_f90_cg_calc_w,cgnr6760pn2,64,512,0.5,5,1825.8946847395675,1727.269522389994,1818.5062614538792,2003.1783713916416,1696.6107266435988,1740.4738459526611,10.114061423214157,2.5394484613130697,-7.574612961901087,74.89190192691102,tsc,papix6,papi,tsc
tl_f90_cg_calc_w,cgnr6760pn2,64,1024,0.5,5,6580.735481153082,6479.367105656989,6574.95311406578,6793.014202079114,6471.560170197021,6510.624144106184,3.3136279164821363,0.6028979879077561,-2.71072992857438,81.80550130843255,cgt,papix6,papi,papix6
tl_f90_cg_calc_w,cgnr6760pn2,64,2048,0.5,5,14969.269950591406,14831.834411764707,14958.10315189922,15138.533454512872,14821.834358469678,14837.518660426316,1.2053380238928944,0.10574755300799274,-1.0995904708849016,91.22673051776309,cgt,papix6,cgt,papix6
